n = 128
110	27
92	89
6	14
60	70
79	84
70	26
64	85
28	35
99	90
4	5
43	76
97	99
59	97
97	97
35	31
77	24
95	98
53	49
74	50
76	11
70	15
112	31
59	38
28	102
8	20
45	60
71	31
100	96
101	102
102	104
16	96
84	99
32	32
78	36
16	110
65	81
39	44
51	97
91	104
1	76
38	15
8	78
72	31
36	3
115	56
112	11
2	44
5	92
121	105
36	29
92	86
53	75
33	69
74	97
26	22
37	48
86	72
95	101
103	100
39	106
42	11
13	66
14	127
103	91
99	100
30	24
1	122
40	39
24	26
122	104
110	14
74	2
10	113
100	92
94	94
100	101
100	40
0	82
98	74
110	100
22	40
120	126
26	29
88	80
37	77
92	0
39	27
36	37
1	60
47	34
19	87
27	65
72	99
2	84
78	22
25	27
72	82
55	29
63	102
100	95
37	89
102	109
104	94
30	109
114	33
96	98
123	40
116	59
92	99
3	26
5	47
39	30
107	28
83	108
76	53
122	89
21	62
90	97
122	108
30	16
103	102
31	117
89	65
27	59
32	75
92	88
97	85
8	85
