n = 4096
3113	3122
3079	3068
2657	2606
2438	2231
2650	3883
1031	1027
2951	3943
3265	3177
4003	3293
1008	982
2348	1456
3051	3137
3045	3096
456	812
244	2318
3104	211
2008	1781
2507	3025
2365	796
2596	2711
2207	230
3407	3666
1300	66
2019	3427
2743	1248
3068	3051
1099	2300
839	175
1956	970
1002	1028
989	972
4049	2035
1523	3633
3152	2509
3014	3120
1047	981
1804	3580
3415	343
1187	2143
2872	2977
2549	2077
2648	555
2178	2881
3703	3478
2948	4016
1328	2112
381	3081
3042	3031
727	2992
764	3709
3400	1011
3109	3014
3105	3094
3066	3076
3085	3074
1056	1072
2979	1653
2734	3771
3075	3036
1857	3097
1969	3598
418	3998
1031	1065
3289	2052
3225	2430
1051	1071
980	1080
3936	817
1934	4032
3848	3988
988	1007
552	1407
2086	2533
2011	3690
3904	3682
2500	1213
2787	2298
2138	2029
3369	1230
3093	3074
1007	1022
2734	1743
1049	1017
3976	3373
2770	1010
2813	785
3236	1810
1618	2896
605	2048
3116	3055
987	1022
2618	192
3082	3117
759	3782
952	2871
3748	1627
1922	3985
1023	1021
3028	3030
2512	3646
3065	3087
978	1616
1032	1030
2923	4025
1012	1029
1307	3719
829	3586
1940	169
1917	4087
1922	763
2655	1566
3089	3061
1043	1023
3097	3082
1043	1030
2018	3854
3050	3092
3644	3969
1761	33
1406	1640
3274	3402
1584	1988
2495	360
2588	2046
3419	1478
3848	2715
3074	3056
1020	1022
3023	3760
1819	3667
2321	528
617	729
1599	2786
1872	3371
3409	2809
2460	222
3059	3008
3015	3114
1161	3528
49	2518
1041	978
3513	2023
1010	1002
2872	1242
3101	3019
694	244
2730	632
3429	2146
1845	2459
3820	2144
4003	618
3741	197
3125	3072
1023	1041
1119	3347
1634	286
3510	661
1563	213
3096	3070
1046	1083
275	2044
3077	3053
108	1360
2408	3076
3675	62
2815	2365
1973	696
3094	3608
1005	1073
3063	3055
2755	113
3392	837
2884	413
1345	2912
3072	3071
218	785
1449	3060
747	437
1211	3998
3100	3078
1025	1023
3074	3060
1062	1009
1646	3904
654	1089
1307	2383
214	661
3093	3077
3045	3062
3104	3106
1023	1025
2411	55
994	1017
821	2748
3321	3323
1002	1035
191	3860
1023	1036
1009	1017
339	2374
3830	2426
1971	227
999	1019
2776	2833
1477	1225
1918	3096
3843	1311
3278	2827
2863	449
3912	67
1640	190
2348	2915
2215	3436
741	934
824	3953
2365	684
1331	233
968	727
1941	388
3064	3131
707	3423
2663	1721
121	1608
3820	834
251	1547
992	986
3064	3133
1076	1071
2942	2018
523	973
2463	3150
3062	3058
1016	1017
1528	2441
1737	231
3044	3015
785	3159
3943	2495
3029	3099
3090	3021
3094	2804
2622	2095
2038	2857
3036	3040
3102	3016
1070	989
48	1936
2933	1576
2249	2866
